Report Number,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2020-222974,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3447833,47.61293883
2020-222995,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3181594,47.61525439
2020-223011,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,0,0
2020-223018,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3458645,47.69056669
2020-223066,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3119268,47.66566054
2020-223109,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3441233,47.61079035
2020-223148,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3207714,47.61351951
2020-223206,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,0,0
2020-223207,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276707,47.59835588
2020-223248,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3292668,47.61468893
2020-223295,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-223350,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3423867,47.620304
2020-223395,ASSAULT OFFENSES,Simple Assault,FAUNTLEROY SW,-122.3927264,47.52916317
2020-223484,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-223523,ASSAULT OFFENSES,Aggravated Assault,MOUNT BAKER,-122.2979103,47.58250889
2020-223545,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.3917028,47.63626675
2020-223557,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3244868,47.61634793
2020-223606,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3163247,47.6656842
2020-223664,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3555513,47.72527643
2020-223667,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3387553,47.69969174
2020-223679,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3668512,47.53845198
2020-223692,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3408978,47.61061932
2020-223697,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.2936155,47.57240687
2020-223719,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3402422,47.61201358
2020-223737,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,0,0
2020-223742,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.33051,47.60215843
2020-223763,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3326533,47.7086545
2020-223836,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3380904,47.7123018
2020-223954,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3361655,47.61605329
2020-223977,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3401282,47.61062346
2020-224007,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3221773,47.61814802
2020-224020,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3240969,47.60484128
2020-224046,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3270688,47.60557243
2020-224063,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,0,0
2020-224063,ASSAULT OFFENSES,Simple Assault,SODO,0,0
2020-224102,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3466378,47.61696696
2020-224108,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.326382,47.60733885
2020-224142,ASSAULT OFFENSES,Intimidation,PHINNEY RIDGE,-122.346605,47.67644095
2020-224173,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.2970284,47.72109702
2020-224177,ASSAULT OFFENSES,Simple Assault,SOUTH PARK,-122.3138738,47.5255891
2020-224185,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3142241,47.66400406
2020-224212,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2794624,47.66795816
2020-224221,ASSAULT OFFENSES,Aggravated Assault,MADRONA/LESCHI,-122.299059,47.59376161
2020-224254,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3808565,47.66559207
2020-224255,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3312087,47.617225
2020-224310,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3030988,47.61879546
2020-224318,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3234439,47.60412808
2020-224376,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.3566386,47.68911265
2020-224478,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3072316,47.66215428
2020-224533,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3156801,47.59919954
2020-224543,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.3503523,47.54095485
2020-224566,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2959087,47.57541836
2020-224569,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.360783,47.67327606
2020-224595,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,-122.2975069,47.59612643
2020-224623,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,0,0
2020-224685,ASSAULT OFFENSES,Aggravated Assault,HILLMAN CITY,-122.276548,47.54667844
2020-224721,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3814594,47.55835656
2020-224736,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.315641,47.62651851
2020-224814,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3748586,47.66366306
2020-224822,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-224830,ASSAULT OFFENSES,Intimidation,SODO,-122.321392,47.58730732
2020-224848,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.348506,47.61807131
2020-224965,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3843334,47.50915849
2020-224994,ASSAULT OFFENSES,Simple Assault,GEORGETOWN,-122.3386767,47.55659009
2020-225059,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.373776,47.54375839
2020-225080,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3500738,47.61430799
2020-225119,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2637793,47.52601431
2020-225152,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.320733,47.66932526
2020-225225,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-225258,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,0,0
2020-225295,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3607393,47.64633864
2020-225389,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3641169,47.70272411
2020-225456,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3350861,47.61600093
2020-225495,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.347606,47.62032368
2020-225507,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,0,0
2020-225538,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3263655,47.59793449
2020-225570,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3171086,47.66129533
2020-225614,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3365914,47.67291676
2020-225618,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3223987,47.60801798
2020-225750,ASSAULT OFFENSES,Simple Assault,ALKI,-122.412623,47.5785482
2020-225755,ASSAULT OFFENSES,Aggravated Assault,MADRONA/LESCHI,-122.2849324,47.6125828
2020-225770,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2958118,47.56485976
2020-225838,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.376818,47.668669
2020-225859,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,-122.3019828,47.55180283
2020-225912,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3378062,47.58950423
2020-225922,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.334976,47.60241535
2020-226014,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,-122.3732194,47.54666045
2020-226031,ASSAULT OFFENSES,Intimidation,BELLTOWN,0,0
2020-226099,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.309995,47.72936177
2020-226133,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.3124311,47.70944286
2020-226138,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3181594,47.61525439
2020-226165,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3454439,47.61508874
2020-226165,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3454439,47.61508874
2020-226197,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3441233,47.61079035
2020-226231,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-226246,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3094969,47.61586255
2020-226298,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.2949879,47.72649886
2020-226317,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2020-226327,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,-122.3711685,47.5449469
2020-226332,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3436956,47.72955825
2020-226431,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3434717,47.63473485
2020-226444,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3555529,47.72595531
2020-226455,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3711685,47.5449469
2020-226468,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3517659,47.70435263
2020-226476,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3854581,47.56107186
2020-226493,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.34773,47.72822459
2020-226506,ASSAULT OFFENSES,Aggravated Assault,COLUMBIA CITY,-122.2846295,47.55704112
2020-226580,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3101392,47.61761121
2020-226586,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3531686,47.61730887
2020-226591,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,0,0
2020-226591,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,0,0
2020-226592,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3253089,47.62256185
2020-226643,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3218849,47.65670424
2020-226666,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3273554,47.60337148
2020-226690,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.3460216,47.70360675
2020-226718,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-226763,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3362293,47.60971758
2020-226798,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.371396,47.70566256
2020-226810,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3520792,47.62924639
2020-226830,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3207714,47.61351951
2020-226832,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.330415,47.61919797
2020-226878,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3474199,47.618274
2020-226902,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3178617,47.70917517
2020-226950,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.334195,47.59135395
2020-226971,ASSAULT OFFENSES,Intimidation,NORTH BEACON HILL,-122.3142213,47.59147341
2020-226989,ASSAULT OFFENSES,Simple Assault,RAINIER VIEW,-122.2674516,47.50702207
2020-227032,ASSAULT OFFENSES,Aggravated Assault,WALLINGFORD,-122.3364341,47.66173535
2020-227088,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3672646,47.52467673
2020-227129,ASSAULT OFFENSES,Aggravated Assault,NORTH DELRIDGE,-122.365512,47.55929083
2020-227165,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3142241,47.66400406
2020-227176,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3180371,47.71633299
2020-227217,ASSAULT OFFENSES,Aggravated Assault,RAINIER VIEW,-122.2610904,47.51123994
2020-227218,ASSAULT OFFENSES,Aggravated Assault,WALLINGFORD,-122.3228754,47.66374854
2020-227218,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3130624,47.66566825
2020-227220,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3448961,47.71717447
2020-227306,ASSAULT OFFENSES,Intimidation,RAINIER VIEW,-122.2648181,47.50489478
2020-227321,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3423664,47.62263975
2020-227351,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,0,0
2020-227352,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,-122.3308075,47.60046424
2020-227360,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3488822,47.61243015
2020-227400,ASSAULT OFFENSES,Simple Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3700287,47.51741003
2020-227427,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3305103,47.60188591
2020-227467,ASSAULT OFFENSES,Intimidation,SOUTH BEACON HILL,-122.2859579,47.52699761
2020-227478,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2769833,47.5305581
2020-227521,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3072316,47.66215428
2020-227530,ASSAULT OFFENSES,Simple Assault,GREENWOOD,0,0
2020-227571,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.343469,47.71231577
2020-227633,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,-122.334195,47.59135395
2020-227662,ASSAULT OFFENSES,Simple Assault,HIGH POINT,0,0
2020-227714,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3314085,47.60276918
2020-227755,ASSAULT OFFENSES,Intimidation,RAINIER VIEW,-122.2648181,47.50489478
2020-227795,ASSAULT OFFENSES,Aggravated Assault,MOUNT BAKER,-122.2947874,47.57394303
2020-227846,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3174136,47.66402754
2020-227878,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477553,47.73031658
2020-227886,ASSAULT OFFENSES,Simple Assault,FREMONT,-122.3529074,47.65011254
2020-227928,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.344328,47.61855857
2020-227937,ASSAULT OFFENSES,Intimidation,MAGNOLIA,-122.3761418,47.63718995
2020-227966,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3037522,47.60758884
2020-227979,ASSAULT OFFENSES,Aggravated Assault,FREMONT,0,0
2020-228012,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3290582,47.57664991
2020-228021,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.345966,47.69871766
2020-228026,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3224615,47.61144442
2020-228046,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.335574,47.6106779
2020-228046,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.335574,47.6106779
2020-228056,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3173956,47.66568688
2020-228169,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3023388,47.6016673
2020-228189,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.3323536,47.60632031
2020-228238,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3449361,47.63231645
2020-228272,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-228296,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3426447,47.61636559
2020-228313,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477905,47.73322159
2020-228327,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,0,0
2020-228342,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.3291534,47.61823776
2020-228348,ASSAULT OFFENSES,Intimidation,WALLINGFORD,-122.3406628,47.66393426
2020-228349,ASSAULT OFFENSES,Intimidation,HILLMAN CITY,-122.2765232,47.55117036
2020-228361,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3218867,47.65781795
2020-228406,ASSAULT OFFENSES,Intimidation,UNKNOWN,0,0
2020-228448,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3448961,47.71717447
2020-228449,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3326533,47.7086545
2020-228485,ASSAULT OFFENSES,Aggravated Assault,ALKI,-122.408664,47.57977706
2020-228504,ASSAULT OFFENSES,Aggravated Assault,ALASKA JUNCTION,-122.3814594,47.55835656
2020-228545,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.3735876,47.66905321
2020-228545,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3735876,47.66905321
2020-228553,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,0,0
2020-228667,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.373595,47.66256693
2020-228694,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3474203,47.61508492
2020-228699,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3302975,47.60323266
2020-228703,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3302975,47.60323266
2020-228789,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3032572,47.58501972
2020-228818,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3750698,47.54563408
2020-228822,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3290901,47.60275229
2020-228858,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.4001566,47.66750072
2020-228875,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.3018648,47.71931616
2020-228892,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3329965,47.62254475
2020-228899,ASSAULT OFFENSES,Intimidation,BALLARD NORTH,0,0
2020-228900,ASSAULT OFFENSES,Intimidation,UNKNOWN,0,0
2020-228907,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-228927,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3270688,47.60557243
2020-228948,ASSAULT OFFENSES,Simple Assault,ALKI,-122.4120451,47.57592342
2020-228958,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,0,0
2020-229007,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3119516,47.66398823
2020-229022,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2756724,47.54578659
2020-229092,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3566931,47.62675447
2020-229129,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3580199,47.62393445
2020-229142,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3470551,47.6426257
2020-229171,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3200256,47.6158308
2020-229191,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3765651,47.51513488
2020-229197,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2680301,47.51985178
2020-229197,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2680301,47.51985178
2020-229202,ASSAULT OFFENSES,Intimidation,CLAREMONT/RAINIER VISTA,-122.2955681,47.57496603
2020-229213,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,0,0
2020-229214,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3259367,47.61921955
2020-229253,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3143076,47.61937157
2020-229255,ASSAULT OFFENSES,Aggravated Assault,NORTH ADMIRAL,-122.4026013,47.58243225
2020-229267,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3172288,47.59709314
2020-229276,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3194062,47.60269092
2020-229301,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3646567,47.69064793
2020-229364,ASSAULT OFFENSES,Simple Assault,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2020-229374,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3348178,47.61236844
2020-229403,ASSAULT OFFENSES,Intimidation,HILLMAN CITY,-122.2847567,47.55010751
2020-229404,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,-122.289922,47.56888116
2020-229436,ASSAULT OFFENSES,Aggravated Assault,MOUNT BAKER,-122.2910103,47.57075994
2020-229443,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3328115,47.60514239
2020-229444,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3554597,47.70599117
2020-229473,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-229473,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-229477,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3448343,47.71354798
2020-229519,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2637793,47.52601431
2020-229548,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.3473288,47.70007977
2020-229552,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3208265,47.6169873
2020-229621,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3283394,47.60947933
2020-229629,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3313933,47.60087888
2020-229654,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.339257,47.61051065
2020-229674,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3469186,47.62455977
2020-229675,ASSAULT OFFENSES,Aggravated Assault,FAUNTLEROY SW,-122.3767307,47.52196556
2020-229692,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3869723,47.66868054
2020-229720,ASSAULT OFFENSES,Intimidation,MORGAN,-122.3872062,47.54567982
2020-229762,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3547512,47.62457688
2020-229771,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3278535,47.61849674
2020-229791,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,-122.3019828,47.55180283
2020-229795,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3302035,47.60919323
2020-229892,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3423036,47.62971974
2020-229934,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3246521,47.60460902
2020-229936,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3302648,47.60171616
2020-229942,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3612289,47.62050909
2020-230004,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3187022,47.67541333
2020-230237,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3323451,47.62081538
2020-230241,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3445564,47.69346113
2020-230258,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.3107486,47.57641922
2020-230292,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3154202,47.58843679
2020-230299,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3466378,47.61696696
2020-230352,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3423305,47.62669993
2020-230414,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3245839,47.60957018
2020-230455,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3131297,47.66126937
2020-230577,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3446123,47.69817096
2020-230605,ASSAULT OFFENSES,Aggravated Assault,GREENWOOD,-122.345966,47.69871766
2020-230650,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-230652,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3749002,47.66944177
2020-230654,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3195513,47.66357398
2020-230684,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3258509,47.61408672
2020-230728,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,-122.2888877,47.54977227
2020-230801,ASSAULT OFFENSES,Aggravated Assault,MILLER PARK,-122.3126576,47.62154049
2020-230810,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3263524,47.60129045
2020-230840,ASSAULT OFFENSES,Intimidation,UNKNOWN,-122.3423344,47.62626148
2020-230856,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3221964,47.61931579
2020-230863,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3337267,47.60278737
2020-230881,ASSAULT OFFENSES,Simple Assault,NORTH ADMIRAL,-122.3867665,47.57072553
